ㄝ ㄝ e , big5
細 ㄒㄧˋ xi4 vu4 big5
戲 ㄒㄧˋ xi4 vu4 big5
係 ㄒㄧˋ xi4 vu4 big5
系 ㄒㄧˋ xi4 vu4 big5
繫 ㄒㄧˋ xi4 vu4 big5
夕 ㄒㄧˋ xi4 vu4 big5
汐 ㄒㄧˋ xi4 vu4 big5
隙 ㄒㄧˋ xi4 vu4 big5
歙 ㄒㄧˋ xi4 vu4 big5
鬩 ㄒㄧˋ xi4 vu4 big5
翕 ㄒㄧˋ xi4 vu4 big5
穸 ㄒㄧˋ xi4 vu4 big5
咥 ㄒㄧˋ xi4 vu4 big5
屭 ㄒㄧˋ xi4 vu4 big5
綌 ㄒㄧˋ xi4 vu4 big5
肸 ㄒㄧˋ xi4 vu4 big5
鄎 ㄒㄧˋ xi4 vu4 big5
醯 ㄒㄧˋ xi4 vu4 big5
餼 ㄒㄧˋ xi4 vu4 big5
滊 ㄒㄧˋ xi4 vu4 big5
褉 ㄒㄧˋ xi4 vu4 big5
酅 ㄒㄧˋ xi4 vu4 big5
潟 ㄒㄧˋ xi4 vu4 big5
舄 ㄒㄧˋ xi4 vu4 big5
矽 ㄒㄧˋ xi4 vu4 big5
鑴 ㄒㄧˋ xi4 vu4 big5
卌 ㄒㄧˋ xi4 vu4 big5
怬 ㄒㄧˋ xi4 vu4 big5
釸 ㄒㄧˋ xi4 vu4 big5
鎎 ㄒㄧˋ xi4 vu4 big5
釳 ㄒㄧˋ xi4 vu4 big5
赩 ㄒㄧˋ xi4 vu4 big5
郤 ㄒㄧˋ xi4 vu4 big5
熂 ㄒㄧˋ xi4 vu4 big5
覤 ㄒㄧˋ xi4 vu4 big5
蕮 ㄒㄧˋ xi4 vu4 big5
黖 ㄒㄧˋ xi4 vu4 big5
謑 ㄒㄧˋ xi4 vu4 big5
虩 ㄒㄧˋ xi4 vu4 big5
忥 ㄒㄧˋ xi4 vu4 big5
恄 ㄒㄧˋ xi4 vu4 big5
摡 ㄒㄧˋ xi4 vu4 big5
禊 ㄒㄧˋ xi4 vu4 big5
齂 ㄒㄧˋ xi4 vu4 big5
㒆 ㄒㄧˋ xi4 vu4 utf8
㞒 ㄒㄧˋ xi4 vu4 utf8
㣟 ㄒㄧˋ xi4 vu4 utf8
㤸 ㄒㄧˋ xi4 vu4 utf8
㦦 ㄒㄧˋ xi4 vu4 utf8
㭡 ㄒㄧˋ xi4 vu4 utf8
㰥 ㄒㄧˋ xi4 vu4 utf8
䈪 ㄒㄧˋ xi4 vu4 utf8
䛥 ㄒㄧˋ xi4 vu4 utf8
䦧 ㄒㄧˋ xi4 vu4 utf8
䧍 ㄒㄧˋ xi4 vu4 utf8
䮎 ㄒㄧˋ xi4 vu4 utf8
䲪 ㄒㄧˋ xi4 vu4 utf8
匸 ㄒㄧˋ xi4 vu4 utf8
嘅 ㄒㄧˋ xi4 vu4 utf8
噏 ㄒㄧˋ xi4 vu4 utf8
嚊 ㄒㄧˋ xi4 vu4 utf8
嚱 ㄒㄧˋ xi4 vu4 utf8
墍 ㄒㄧˋ xi4 vu4 utf8
屓 ㄒㄧˋ xi4 vu4 utf8
忾 ㄒㄧˋ xi4 vu4 utf8
憘 ㄒㄧˋ xi4 vu4 utf8
憙 ㄒㄧˋ xi4 vu4 utf8
戏 ㄒㄧˋ xi4 vu4 utf8
戯 ㄒㄧˋ xi4 vu4 utf8
戱 ㄒㄧˋ xi4 vu4 utf8
椞 ㄒㄧˋ xi4 vu4 utf8
欪 ㄒㄧˋ xi4 vu4 utf8
犔 ㄒㄧˋ xi4 vu4 utf8
磶 ㄒㄧˋ xi4 vu4 utf8
翖 ㄒㄧˋ xi4 vu4 utf8
舃 ㄒㄧˋ xi4 vu4 utf8
蒵 ㄒㄧˋ xi4 vu4 utf8
赥 ㄒㄧˋ xi4 vu4 utf8
郄 ㄒㄧˋ xi4 vu4 utf8
隟 ㄒㄧˋ xi4 vu4 utf8
雭 ㄒㄧˋ xi4 vu4 utf8
霼 ㄒㄧˋ xi4 vu4 utf8
韢 ㄒㄧˋ xi4 vu4 utf8
𣲠 ㄒㄧˋ xi4 vu4 utf8
𨻶 ㄒㄧˋ xi4 vu4 utf8
習 ㄒㄧˊ xi2 vu6 big5
昔 ㄒㄧˊ xi2 vu6 big5
息 ㄒㄧˊ xi2 vu6 big5
席 ㄒㄧˊ xi2 vu6 big5
惜 ㄒㄧˊ xi2 vu6 big5
媳 ㄒㄧˊ xi2 vu6 big5
錫 ㄒㄧˊ xi2 vu6 big5
襲 ㄒㄧˊ xi2 vu6 big5
熄 ㄒㄧˊ xi2 vu6 big5
蓆 ㄒㄧˊ xi2 vu6 big5
褶 ㄒㄧˊ xi2 vu6 big5
檄 ㄒㄧˊ xi2 vu6 big5
覡 ㄒㄧˊ xi2 vu6 big5
隰 ㄒㄧˊ xi2 vu6 big5
裼 ㄒㄧˊ xi2 vu6 big5
嶍 ㄒㄧˊ xi2 vu6 big5
螅 ㄒㄧˊ xi2 vu6 big5
鰼 ㄒㄧˊ xi2 vu6 big5
腊 ㄒㄧˊ xi2 vu6 big5
槢 ㄒㄧˊ xi2 vu6 big5
焟 ㄒㄧˊ xi2 vu6 big5
謵 ㄒㄧˊ xi2 vu6 big5
鎴 ㄒㄧˊ xi2 vu6 big5
欯 ㄒㄧˊ xi2 vu6 big5
棤 ㄒㄧˊ xi2 vu6 big5
蒠 ㄒㄧˊ xi2 vu6 big5
瘜 ㄒㄧˊ xi2 vu6 big5
獥 ㄒㄧˊ xi2 vu6 big5
薂 ㄒㄧˊ xi2 vu6 big5
霫 ㄒㄧˊ xi2 vu6 big5
飁 ㄒㄧˊ xi2 vu6 big5
騽 ㄒㄧˊ xi2 vu6 big5
蝷 ㄒㄧˊ xi2 vu6 big5
㛫 ㄒㄧˊ xi2 vu6 utf8
㛭 ㄒㄧˊ xi2 vu6 utf8
㝜 ㄒㄧˊ xi2 vu6 utf8
㫺 ㄒㄧˊ xi2 vu6 utf8
㮩 ㄒㄧˊ xi2 vu6 utf8
㱤 ㄒㄧˊ xi2 vu6 utf8
㴧 ㄒㄧˊ xi2 vu6 utf8
䗑 ㄒㄧˊ xi2 vu6 utf8
䣠 ㄒㄧˊ xi2 vu6 utf8
䫣 ㄒㄧˊ xi2 vu6 utf8
憇 ㄒㄧˊ xi2 vu6 utf8
漝 ㄒㄧˊ xi2 vu6 utf8
猎 ㄒㄧˊ xi2 vu6 utf8
蒵 ㄒㄧˊ xi2 vu6 utf8
趘 ㄒㄧˊ xi2 vu6 utf8
趞 ㄒㄧˊ xi2 vu6 utf8
雭 ㄒㄧˊ xi2 vu6 utf8
齚 ㄒㄧˊ xi2 vu6 utf8
𢘻 ㄒㄧˊ xi2 vu6 utf8
𨀙 ㄒㄧˊ xi2 vu6 utf8
係 ㄒㄧ˙ xi5 vu7 big5
瞎 ㄒㄧㄚ xia vu8 big5
蝦 ㄒㄧㄚ xia vu8 big5
岈 ㄒㄧㄚ xia vu8 big5
颬 ㄒㄧㄚ xia vu8 big5
鍜 ㄒㄧㄚ xia vu8 big5
㗇 ㄒㄧㄚ xia vu8 utf8
㗿 ㄒㄧㄚ xia vu8 utf8
㰨 ㄒㄧㄚ xia vu8 utf8
傄 ㄒㄧㄚ xia vu8 utf8
虾 ㄒㄧㄚ xia vu8 utf8
谺 ㄒㄧㄚ xia vu8 utf8
豄 ㄒㄧㄚ xia vu8 utf8
閕 ㄒㄧㄚ xia vu8 utf8
鰕 ㄒㄧㄚ xia vu8 utf8
下 ㄒㄧㄚˋ xia4 vu84 big5
夏 ㄒㄧㄚˋ xia4 vu84 big5
嚇 ㄒㄧㄚˋ xia4 vu84 big5
廈 ㄒㄧㄚˋ xia4 vu84 big5
暇 ㄒㄧㄚˋ xia4 vu84 big5
罅 ㄒㄧㄚˋ xia4 vu84 big5
芐 ㄒㄧㄚˋ xia4 vu84 big5
欱 ㄒㄧㄚˋ xia4 vu84 big5
鏬 ㄒㄧㄚˋ xia4 vu84 big5
鶷 ㄒㄧㄚˋ xia4 vu84 big5
㗿 ㄒㄧㄚˋ xia4 vu84 utf8
㙈 ㄒㄧㄚˋ xia4 vu84 utf8
㰰 ㄒㄧㄚˋ xia4 vu84 utf8
㰺 ㄒㄧㄚˋ xia4 vu84 utf8
丅 ㄒㄧㄚˋ xia4 vu84 utf8
厦 ㄒㄧㄚˋ xia4 vu84 utf8
吓 ㄒㄧㄚˋ xia4 vu84 utf8
懗 ㄒㄧㄚˋ xia4 vu84 utf8
昰 ㄒㄧㄚˋ xia4 vu84 utf8
疜 ㄒㄧㄚˋ xia4 vu84 utf8
睱 ㄒㄧㄚˋ xia4 vu84 utf8
閕 ㄒㄧㄚˇ xia3 vu83 utf8
暇 ㄒㄧㄚˊ xia2 vu86 big5
峽 ㄒㄧㄚˊ xia2 vu86 big5
轄 ㄒㄧㄚˊ xia2 vu86 big5
霞 ㄒㄧㄚˊ xia2 vu86 big5
俠 ㄒㄧㄚˊ xia2 vu86 big5
狹 ㄒㄧㄚˊ xia2 vu86 big5
挾 ㄒㄧㄚˊ xia2 vu86 big5
匣 ㄒㄧㄚˊ xia2 vu86 big5
呷 ㄒㄧㄚˊ xia2 vu86 big5
遐 ㄒㄧㄚˊ xia2 vu86 big5
硤 ㄒㄧㄚˊ xia2 vu86 big5
狎 ㄒㄧㄚˊ xia2 vu86 big5
瑕 ㄒㄧㄚˊ xia2 vu86 big5
斜 ㄒㄧㄚˊ xia2 vu86 big5
黠 ㄒㄧㄚˊ xia2 vu86 big5
柙 ㄒㄧㄚˊ xia2 vu86 big5
祫 ㄒㄧㄚˊ xia2 vu86 big5
洽 ㄒㄧㄚˊ xia2 vu86 big5
舝 ㄒㄧㄚˊ xia2 vu86 big5
碬 ㄒㄧㄚˊ xia2 vu86 big5
騢 ㄒㄧㄚˊ xia2 vu86 big5
搳 ㄒㄧㄚˊ xia2 vu86 big5
烚 ㄒㄧㄚˊ xia2 vu86 big5
冾 ㄒㄧㄚˊ xia2 vu86 big5
笚 ㄒㄧㄚˊ xia2 vu86 big5
縖 ㄒㄧㄚˊ xia2 vu86 big5
珨 ㄒㄧㄚˊ xia2 vu86 big5
陜 ㄒㄧㄚˊ xia2 vu86 big5
磍 ㄒㄧㄚˊ xia2 vu86 big5
赮 ㄒㄧㄚˊ xia2 vu86 big5
魻 ㄒㄧㄚˊ xia2 vu86 big5
蕸 ㄒㄧㄚˊ xia2 vu86 big5
㘡 ㄒㄧㄚˊ xia2 vu86 utf8
㭘 ㄒㄧㄚˊ xia2 vu86 utf8
㭱 ㄒㄧㄚˊ xia2 vu86 utf8
㰺 ㄒㄧㄚˊ xia2 vu86 utf8
㽠 ㄒㄧㄚˊ xia2 vu86 utf8
䒠 ㄒㄧㄚˊ xia2 vu86 utf8
䕸 ㄒㄧㄚˊ xia2 vu86 utf8
䘥 ㄒㄧㄚˊ xia2 vu86 utf8
䛅 ㄒㄧㄚˊ xia2 vu86 utf8
䠍 ㄒㄧㄚˊ xia2 vu86 utf8
䦖 ㄒㄧㄚˊ xia2 vu86 utf8
䫗 ㄒㄧㄚˊ xia2 vu86 utf8
侠 ㄒㄧㄚˊ xia2 vu86 utf8
叚 ㄒㄧㄚˊ xia2 vu86 utf8
峡 ㄒㄧㄚˊ xia2 vu86 utf8
挟 ㄒㄧㄚˊ xia2 vu86 utf8
捾 ㄒㄧㄚˊ xia2 vu86 utf8
炠 ㄒㄧㄚˊ xia2 vu86 utf8
狭 ㄒㄧㄚˊ xia2 vu86 utf8
睱 ㄒㄧㄚˊ xia2 vu86 utf8
稭 ㄒㄧㄚˊ xia2 vu86 utf8
筪 ㄒㄧㄚˊ xia2 vu86 utf8
縀 ㄒㄧㄚˊ xia2 vu86 utf8
翈 ㄒㄧㄚˊ xia2 vu86 utf8
衺 ㄒㄧㄚˊ xia2 vu86 utf8
輨 ㄒㄧㄚˊ xia2 vu86 utf8
鎋 ㄒㄧㄚˊ xia2 vu86 utf8
陕 ㄒㄧㄚˊ xia2 vu86 utf8
陿 ㄒㄧㄚˊ xia2 vu86 utf8
𢘉 ㄒㄧㄚˊ xia2 vu86 utf8
𤲍 ㄒㄧㄚˊ xia2 vu86 utf8
𪘁 ㄒㄧㄚˊ xia2 vu86 utf8
下 ㄒㄧㄚ˙ xia5 vu87 big5
鄉 ㄒㄧㄤ xiang vu; big5
相 ㄒㄧㄤ xiang vu; big5
香 ㄒㄧㄤ xiang vu; big5
箱 ㄒㄧㄤ xiang vu; big5
湘 ㄒㄧㄤ xiang vu; big5
襄 ㄒㄧㄤ xiang vu; big5
鑲 ㄒㄧㄤ xiang vu; big5
廂 ㄒㄧㄤ xiang vu; big5
驤 ㄒㄧㄤ xiang vu; big5
緗 ㄒㄧㄤ xiang vu; big5
薌 ㄒㄧㄤ xiang vu; big5
瓖 ㄒㄧㄤ xiang vu; big5
纕 ㄒㄧㄤ xiang vu; big5
欀 ㄒㄧㄤ xiang vu; big5
葙 ㄒㄧㄤ xiang vu; big5
忀 ㄒㄧㄤ xiang vu; big5
㿝 ㄒㄧㄤ xiang vu; utf8
啌 ㄒㄧㄤ xiang vu; utf8
皀 ㄒㄧㄤ xiang vu; utf8
郷 ㄒㄧㄤ xiang vu; utf8
鄊 ㄒㄧㄤ xiang vu; utf8
鄕 ㄒㄧㄤ xiang vu; utf8
麘 ㄒㄧㄤ xiang vu; utf8
𢪷 ㄒㄧㄤ xiang vu; utf8
想 ㄒㄧㄤˇ xiang3 vu;3 big5
響 ㄒㄧㄤˇ xiang3 vu;3 big5
享 ㄒㄧㄤˇ xiang3 vu;3 big5
餉 ㄒㄧㄤˇ xiang3 vu;3 big5
饗 ㄒㄧㄤˇ xiang3 vu;3 big5
鯗 ㄒㄧㄤˇ xiang3 vu;3 big5
饟 ㄒㄧㄤˇ xiang3 vu;3 big5
晑 ㄒㄧㄤˇ xiang3 vu;3 big5
㗽 ㄒㄧㄤˇ xiang3 vu;3 utf8
䧐 ㄒㄧㄤˇ xiang3 vu;3 utf8
亯 ㄒㄧㄤˇ xiang3 vu;3 utf8
响 ㄒㄧㄤˇ xiang3 vu;3 utf8
畗 ㄒㄧㄤˇ xiang3 vu;3 utf8
銄 ㄒㄧㄤˇ xiang3 vu;3 utf8
鑜 ㄒㄧㄤˇ xiang3 vu;3 utf8
鮝 ㄒㄧㄤˇ xiang3 vu;3 utf8
鱶 ㄒㄧㄤˇ xiang3 vu;3 utf8
巷 ㄒㄧㄤˋ xiang4 vu;4 big5
向 ㄒㄧㄤˋ xiang4 vu;4 big5
相 ㄒㄧㄤˋ xiang4 vu;4 big5
像 ㄒㄧㄤˋ xiang4 vu;4 big5
項 ㄒㄧㄤˋ xiang4 vu;4 big5
象 ㄒㄧㄤˋ xiang4 vu;4 big5
橡 ㄒㄧㄤˋ xiang4 vu;4 big5
嚮 ㄒㄧㄤˋ xiang4 vu;4 big5
曏 ㄒㄧㄤˋ xiang4 vu;4 big5
蠁 ㄒㄧㄤˋ xiang4 vu;4 big5
萫 ㄒㄧㄤˋ xiang4 vu;4 big5
闀 ㄒㄧㄤˋ xiang4 vu;4 big5
蟓 ㄒㄧㄤˋ xiang4 vu;4 big5
襐 ㄒㄧㄤˋ xiang4 vu;4 big5
鐌 ㄒㄧㄤˋ xiang4 vu;4 big5
鄉 ㄒㄧㄤˋ xiang4 vu;4 big5
恦 ㄒㄧㄤˋ xiang4 vu;4 big5
潒 ㄒㄧㄤˋ xiang4 vu;4 big5
鱌 ㄒㄧㄤˋ xiang4 vu;4 big5
䁰 ㄒㄧㄤˋ xiang4 vu;4 utf8
䖮 ㄒㄧㄤˋ xiang4 vu;4 utf8
䢽 ㄒㄧㄤˋ xiang4 vu;4 utf8
䦳 ㄒㄧㄤˋ xiang4 vu;4 utf8
塂 ㄒㄧㄤˋ xiang4 vu;4 utf8
嶑 ㄒㄧㄤˋ xiang4 vu;4 utf8
様 ㄒㄧㄤˋ xiang4 vu;4 utf8
珦 ㄒㄧㄤˋ xiang4 vu;4 utf8
郷 ㄒㄧㄤˋ xiang4 vu;4 utf8
鄊 ㄒㄧㄤˋ xiang4 vu;4 utf8
鄕 ㄒㄧㄤˋ xiang4 vu;4 utf8
銄 ㄒㄧㄤˋ xiang4 vu;4 utf8
鑜 ㄒㄧㄤˋ xiang4 vu;4 utf8
閧 ㄒㄧㄤˋ xiang4 vu;4 utf8
闂 ㄒㄧㄤˋ xiang4 vu;4 utf8
𧰼 ㄒㄧㄤˋ xiang4 vu;4 utf8
詳 ㄒㄧㄤˊ xiang2 vu;6 big5
祥 ㄒㄧㄤˊ xiang2 vu;6 big5
降 ㄒㄧㄤˊ xiang2 vu;6 big5
翔 ㄒㄧㄤˊ xiang2 vu;6 big5
庠 ㄒㄧㄤˊ xiang2 vu;6 big5
䜶 ㄒㄧㄤˊ xiang2 vu;6 utf8
佭 ㄒㄧㄤˊ xiang2 vu;6 utf8
吀 ㄒㄧㄤˊ xiang2 vu;6 utf8
哶 ㄒㄧㄤˊ xiang2 vu;6 utf8
夅 ㄒㄧㄤˊ xiang2 vu;6 utf8
栙 ㄒㄧㄤˊ xiang2 vu;6 utf8
絴 ㄒㄧㄤˊ xiang2 vu;6 utf8
跭 ㄒㄧㄤˊ xiang2 vu;6 utf8
鴹 ㄒㄧㄤˊ xiang2 vu;6 utf8
消 ㄒㄧㄠ xiao vul big5
銷 ㄒㄧㄠ xiao vul big5
蕭 ㄒㄧㄠ xiao vul big5
瀟 ㄒㄧㄠ xiao vul big5
宵 ㄒㄧㄠ xiao vul big5
逍 ㄒㄧㄠ xiao vul big5
囂 ㄒㄧㄠ xiao vul big5
簫 ㄒㄧㄠ xiao vul big5
削 ㄒㄧㄠ xiao vul big5
硝 ㄒㄧㄠ xiao vul big5
霄 ㄒㄧㄠ xiao vul big5
哮 ㄒㄧㄠ xiao vul big5
驍 ㄒㄧㄠ xiao vul big5
梟 ㄒㄧㄠ xiao vul big5
蠨 ㄒㄧㄠ xiao vul big5
枵 ㄒㄧㄠ xiao vul big5
魈 ㄒㄧㄠ xiao vul big5
鴞 ㄒㄧㄠ xiao vul big5
嘵 ㄒㄧㄠ xiao vul big5
綃 ㄒㄧㄠ xiao vul big5
嘐 ㄒㄧㄠ xiao vul big5
歊 ㄒㄧㄠ xiao vul big5
潚 ㄒㄧㄠ xiao vul big5
烋 ㄒㄧㄠ xiao vul big5
獢 ㄒㄧㄠ xiao vul big5
虓 ㄒㄧㄠ xiao vul big5
蛸 ㄒㄧㄠ xiao vul big5
痚 ㄒㄧㄠ xiao vul big5
憢 ㄒㄧㄠ xiao vul big5
灱 ㄒㄧㄠ xiao vul big5
呺 ㄒㄧㄠ xiao vul big5
穘 ㄒㄧㄠ xiao vul big5
洨 ㄒㄧㄠ xiao vul big5
涍 ㄒㄧㄠ xiao vul big5
痟 ㄒㄧㄠ xiao vul big5
萷 ㄒㄧㄠ xiao vul big5
踃 ㄒㄧㄠ xiao vul big5
膮 ㄒㄧㄠ xiao vul big5
藃 ㄒㄧㄠ xiao vul big5
櫹 ㄒㄧㄠ xiao vul big5
髇 ㄒㄧㄠ xiao vul big5
毊 ㄒㄧㄠ xiao vul big5
虈 ㄒㄧㄠ xiao vul big5
庨 ㄒㄧㄠ xiao vul big5
啋 ㄒㄧㄠ xiao vul big5
窙 ㄒㄧㄠ xiao vul big5
顤 ㄒㄧㄠ xiao vul big5
謼 ㄒㄧㄠ xiao vul big5
㕺 ㄒㄧㄠ xiao vul utf8
㚠 ㄒㄧㄠ xiao vul utf8
㩋 ㄒㄧㄠ xiao vul utf8
㺧 ㄒㄧㄠ xiao vul utf8
䎄 ㄒㄧㄠ xiao vul utf8
䲷 ㄒㄧㄠ xiao vul utf8
䳂 ㄒㄧㄠ xiao vul utf8
侾 ㄒㄧㄠ xiao vul utf8
嘋 ㄒㄧㄠ xiao vul utf8
嚻 ㄒㄧㄠ xiao vul utf8
奞 ㄒㄧㄠ xiao vul utf8
婋 ㄒㄧㄠ xiao vul utf8
彇 ㄒㄧㄠ xiao vul utf8
撨 ㄒㄧㄠ xiao vul utf8
灲 ㄒㄧㄠ xiao vul utf8
焅 ㄒㄧㄠ xiao vul utf8
焇 ㄒㄧㄠ xiao vul utf8
燺 ㄒㄧㄠ xiao vul utf8
硣 ㄒㄧㄠ xiao vul utf8
簘 ㄒㄧㄠ xiao vul utf8
蟰 ㄒㄧㄠ xiao vul utf8
鄥 ㄒㄧㄠ xiao vul utf8
鴵 ㄒㄧㄠ xiao vul utf8
𤞚 ㄒㄧㄠ xiao vul utf8
𤢖 ㄒㄧㄠ xiao vul utf8
𪁎 ㄒㄧㄠ xiao vul utf8
小 ㄒㄧㄠˇ xiao3 vul3 big5
曉 ㄒㄧㄠˇ xiao3 vul3 big5
筱 ㄒㄧㄠˇ xiao3 vul3 big5
篠 ㄒㄧㄠˇ xiao3 vul3 big5
謏 ㄒㄧㄠˇ xiao3 vul3 big5
䥵 ㄒㄧㄠˇ xiao3 vul3 utf8
暁 ㄒㄧㄠˇ xiao3 vul3 utf8
毜 ㄒㄧㄠˇ xiao3 vul3 utf8
皢 ㄒㄧㄠˇ xiao3 vul3 utf8
校 ㄒㄧㄠˋ xiao4 vul4 big5
笑 ㄒㄧㄠˋ xiao4 vul4 big5
孝 ㄒㄧㄠˋ xiao4 vul4 big5
效 ㄒㄧㄠˋ xiao4 vul4 big5
酵 ㄒㄧㄠˋ xiao4 vul4 big5
嘯 ㄒㄧㄠˋ xiao4 vul4 big5
肖 ㄒㄧㄠˋ xiao4 vul4 big5
傚 ㄒㄧㄠˋ xiao4 vul4 big5
恔 ㄒㄧㄠˋ xiao4 vul4 big5
熽 ㄒㄧㄠˋ xiao4 vul4 big5
踍 ㄒㄧㄠˋ xiao4 vul4 big5
㔅 ㄒㄧㄠˋ xiao4 vul4 utf8
㗛 ㄒㄧㄠˋ xiao4 vul4 utf8
㤊 ㄒㄧㄠˋ xiao4 vul4 utf8
㵿 ㄒㄧㄠˋ xiao4 vul4 utf8
㶅 ㄒㄧㄠˋ xiao4 vul4 utf8
俲 ㄒㄧㄠˋ xiao4 vul4 utf8
关 ㄒㄧㄠˋ xiao4 vul4 utf8
効 ㄒㄧㄠˋ xiao4 vul4 utf8
咲 ㄒㄧㄠˋ xiao4 vul4 utf8
嘨 ㄒㄧㄠˋ xiao4 vul4 utf8
娎 ㄒㄧㄠˋ xiao4 vul4 utf8
撨 ㄒㄧㄠˋ xiao4 vul4 utf8
歗 ㄒㄧㄠˋ xiao4 vul4 utf8
芕 ㄒㄧㄠˋ xiao4 vul4 utf8
藠 ㄒㄧㄠˋ xiao4 vul4 utf8
𦢩 ㄒㄧㄠˋ xiao4 vul4 utf8
學 ㄒㄧㄠˊ xiao2 vul6 big5
洨 ㄒㄧㄠˊ xiao2 vul6 big5
笅 ㄒㄧㄠˊ xiao2 vul6 big5
郩 ㄒㄧㄠˊ xiao2 vul6 big5
䋂 ㄒㄧㄠˊ xiao2 vul6 utf8
学 ㄒㄧㄠˊ xiao2 vul6 utf8
胶 ㄒㄧㄠˊ xiao2 vul6 utf8
訤 ㄒㄧㄠˊ xiao2 vul6 utf8
誵 ㄒㄧㄠˊ xiao2 vul6 utf8
𠴳 ㄒㄧㄠˊ xiao2 vul6 utf8
心 ㄒㄧㄣ xin vup big5
新 ㄒㄧㄣ xin vup big5
辛 ㄒㄧㄣ xin vup big5
薪 ㄒㄧㄣ xin vup big5
欣 ㄒㄧㄣ xin vup big5
鋅 ㄒㄧㄣ xin vup big5
馨 ㄒㄧㄣ xin vup big5
鑫 ㄒㄧㄣ xin vup big5
莘 ㄒㄧㄣ xin vup big5
炘 ㄒㄧㄣ xin vup big5
歆 ㄒㄧㄣ xin vup big5
芯 ㄒㄧㄣ xin vup big5
昕 ㄒㄧㄣ xin vup big5
訢 ㄒㄧㄣ xin vup big5
鈊 ㄒㄧㄣ xin vup big5
盺 ㄒㄧㄣ xin vup big5
兟 ㄒㄧㄣ xin vup big5
廞 ㄒㄧㄣ xin vup big5
忻 ㄒㄧㄣ xin vup big5
妡 ㄒㄧㄣ xin vup big5
噷 ㄒㄧㄣ xin vup big5
㖕 ㄒㄧㄣ xin vup utf8
㖖 ㄒㄧㄣ xin vup utf8
㛙 ㄒㄧㄣ xin vup utf8
㣺 ㄒㄧㄣ xin vup utf8
䛥 ㄒㄧㄣ xin vup utf8
亲 ㄒㄧㄣ xin vup utf8
俽 ㄒㄧㄣ xin vup utf8
噺 ㄒㄧㄣ xin vup utf8
忄 ㄒㄧㄣ xin vup utf8
惞 ㄒㄧㄣ xin vup utf8
邤 ㄒㄧㄣ xin vup utf8
𨐌 ㄒㄧㄣ xin vup utf8
伈 ㄒㄧㄣˇ xin3 vup3 big5
㾙 ㄒㄧㄣˇ xin3 vup3 utf8
信 ㄒㄧㄣˋ xin4 vup4 big5
釁 ㄒㄧㄣˋ xin4 vup4 big5
芯 ㄒㄧㄣˋ xin4 vup4 big5
焮 ㄒㄧㄣˋ xin4 vup4 big5
舋 ㄒㄧㄣˋ xin4 vup4 big5
膷 ㄒㄧㄣˋ xin4 vup4 big5
囟 ㄒㄧㄣˋ xin4 vup4 big5
妡 ㄒㄧㄣˋ xin4 vup4 big5
煡 ㄒㄧㄣˋ xin4 vup4 big5
阠 ㄒㄧㄣˋ xin4 vup4 big5
孞 ㄒㄧㄣˋ xin4 vup4 utf8
㐰 ㄒㄧㄣˋ xin4 vup4 utf8
㔤 ㄒㄧㄣˋ xin4 vup4 utf8
㭄 ㄒㄧㄣˋ xin4 vup4 utf8
㭡 ㄒㄧㄣˋ xin4 vup4 utf8
㺬 ㄒㄧㄣˋ xin4 vup4 utf8
㾙 ㄒㄧㄣˋ xin4 vup4 utf8
䚱 ㄒㄧㄣˋ xin4 vup4 utf8
䛨 ㄒㄧㄣˋ xin4 vup4 utf8
䪿 ㄒㄧㄣˋ xin4 vup4 utf8
伩 ㄒㄧㄣˋ xin4 vup4 utf8
卂 ㄒㄧㄣˋ xin4 vup4 utf8
脪 ㄒㄧㄣˋ xin4 vup4 utf8
衅 ㄒㄧㄣˋ xin4 vup4 utf8
訫 ㄒㄧㄣˋ xin4 vup4 utf8
軐 ㄒㄧㄣˋ xin4 vup4 utf8
顖 ㄒㄧㄣˋ xin4 vup4 utf8
馸 ㄒㄧㄣˋ xin4 vup4 utf8
尋 ㄒㄧㄣˊ xin2 vup6 big5
鄩 ㄒㄧㄣˊ xin2 vup6 big5
杺 ㄒㄧㄣˊ xin2 vup6 big5
攳 ㄒㄧㄣˊ xin2 vup6 big5
襑 ㄒㄧㄣˊ xin2 vup6 big5
㝷 ㄒㄧㄣˊ xin2 vup6 utf8
ㄊ ㄊ t w big5
偷 ㄊㄡ tou w. big5
媮 ㄊㄡ tou w. big5
偸 ㄊㄡ tou w. utf8
婾 ㄊㄡ tou w. utf8
鍮 ㄊㄡ tou w. utf8
黈 ㄊㄡˇ tou3 w.3 big5
妵 ㄊㄡˇ tou3 w.3 big5
紏 ㄊㄡˇ tou3 w.3 big5
鈄 ㄊㄡˇ tou3 w.3 big5
蘣 ㄊㄡˇ tou3 w.3 big5
㳆 ㄊㄡˇ tou3 w.3 utf8
䚵 ㄊㄡˇ tou3 w.3 utf8
䱏 ㄊㄡˇ tou3 w.3 utf8
飳 ㄊㄡˇ tou3 w.3 utf8
𩜶 ㄊㄡˇ tou3 w.3 utf8
透 ㄊㄡˋ tou4 w.4 big5
斢 ㄊㄡˋ tou4 w.4 big5
㰯 ㄊㄡˋ tou4 w.4 utf8
䟝 ㄊㄡˋ tou4 w.4 utf8
頭 ㄊㄡˊ tou2 w.6 big5
投 ㄊㄡˊ tou2 w.6 big5
牏 ㄊㄡˊ tou2 w.6 big5
